listing_id,entity_id,exchange,native_ticker,canonical_ticker,financial_data_security_id,financial_data_issuer_group_id,mapping_status,mapping_verified_at,mapping_source_url,collection_eligible,listing_role,vendor_tickers,currency,primary_listing,active_from,active_to,listing_status,registry_version,source_url,source_or_research_note
PG_US,PROCTER_GAMBLE,NYSE,PG,PG.US,c9b0de1c664809c2ee79cb14bcc0b199b993a4a240a3e85b104474f8fe4d13f5,,verified,2026-08-13,https://www.nyse.com/quote/XNYS:PG,true,primary,yfinance:PG;nyse:PG,USD,true,2026-01-01,,archived,v1,https://www.nyse.com/quote/XNYS:PG,NYSE issuer listing; primary US listing.
1299_HK,AIA_GROUP,HKEX,1299,1299.HK,c41fd11977eaffe44d88ddee27e85b13898da9ba34ca70e01dbfe0b3c7692a0a,ecc0e49b7bbdb125e2509ab9c1dd781d334d23caa80463d4e91b376ef43e998d,verified,2026-08-13,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities?sc_lang=en&sym=1299,true,primary,yfinance:1299.HK;hkex:1299,HKD,true,2026-01-01,,archived,v1,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities?sc_lang=en&sym=1299,Hong Kong listing; HKEX securities market mapping.
0005_HK,HSBC_HOLDINGS,HKEX,0005,0005.HK,eb69828231f361dd2676d52c76f34c3a15eeb28c4ce651e31d2a25e7f19cb812,0e51dc0f3b1a5678c9cafd6c3d7b4f512439f6a649872d0f351003635899637f,verified,2026-08-13,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities?sc_lang=en&sym=0005,true,primary,yfinance:0005.HK;hkex:0005,HKD,true,2026-01-01,,archived,v1,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities?sc_lang=en&sym=0005,Hong Kong primary listing; official code is retained with leading zeros.
0066_HK,MTR_CORPORATION,HKEX,0066,0066.HK,b3150b653b444ee64b940e4a5b8497633b214879bbbfe951dd424e7a1e78d0ee,7f68339c537a7ab7295ff9458ac0e17862eae59d20181c853975a1abd0ad9827,verified,2026-08-13,https://www.hkex.com.hk/Products/Listed-Derivatives/Single-Stock/Stock-Options/Trading-Information/Derivatives-Market-Access-Codes?sc_lang=en,true,primary,yfinance:0066.HK;hkex:0066,HKD,true,2026-01-01,,archived,v1,https://www.hkex.com.hk/Products/Listed-Derivatives/Single-Stock/Stock-Options/Trading-Information/Derivatives-Market-Access-Codes?sc_lang=en,HKEX listing; official derivative access-code page identifies MTR code 66.
0002_HK,CLP_HOLDINGS,HKEX,0002,0002.HK,ff686a001415e9394354cb2e20a61f6487058f05d7d9b7dcf6adf8f62e74e99e,f94f0e9563c1e1821b51f0a3f5055f7e9114f9fa9342d976ef355698de81a0aa,verified,2026-08-13,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities?sc_lang=en&sym=0002,true,primary,yfinance:0002.HK;hkex:0002,HKD,true,2026-01-01,,archived,v1,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities?sc_lang=en&sym=0002,Hong Kong listing; official code is retained with leading zeros.
0012_HK,HENDERSON_LAND,HKEX,0012,0012.HK,d1bbfc5e63a43f9c33d902c05fabee450e5e0f62e3f242025c478f3fae7cb5e8,56a29db6e9c8c9972a33712770333fc2ccf24174d9ebefdaa581e8d02e9e6859,verified,2026-08-13,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities?sc_lang=en&sym=0012,true,primary,yfinance:0012.HK;hkex:0012,HKD,true,2026-01-01,,archived,v1,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities?sc_lang=en&sym=0012,Hong Kong listing; official code is retained with leading zeros.
3690_HK,MEITUAN,HKEX,3690,3690.HK,5e6f991b774f44b605ae694226a5aa562089be8fc6012d442518374816ad27d0,48e4526bd75f645e63439c0b6cbeb89203b552b9200f827ac328e8955ac6b269,verified,2026-08-13,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities?sc_lang=en&sym=3690,true,primary,yfinance:3690.HK;hkex:3690,HKD,true,2026-01-01,,archived,v1,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities?sc_lang=en&sym=3690,Hong Kong listing; HKEX securities market mapping.
9618_HK,JD_COM,HKEX,9618,9618.HK,86d17db2427874a620c0c032b27a0020af3e5e32dbbc13138529221475065e4d,0dbfd0aa1ecd3a8b4e9f497ad97cc6f63a8e423811accd6327d34b4b83421c8e,verified,2026-08-13,https://www.hkex.com.hk/listing/rules-and-resources/guidance/ipo/listing-of-overseas-companies/company-information-sheets?sc_lang=en,true,secondary,yfinance:9618.HK;hkex:9618,HKD,false,2026-01-01,,archived,v1,https://www.hkex.com.hk/listing/rules-and-resources/guidance/ipo/listing-of-overseas-companies/company-information-sheets?sc_lang=en,Hong Kong ordinary share listing.
JD_US,JD_COM,NASDAQ,JD,JD.US,550f4dce1948cf98035e3a2d62178269eef4c50292b63f15f383a30000f027f7,,verified,2026-08-13,https://www.nasdaq.com/market-activity/stocks/jd,true,primary,yfinance:JD;nasdaq:JD,USD,true,2026-01-01,,archived,v1,https://www.nasdaq.com/market-activity/stocks/jd,NASDAQ ADR; company-level entity is JD.com.
1024_HK,KUAISHOU,HKEX,1024,1024.HK,a2b0744857c91eb2f2402b06333d823513b71ce3cd98dbf442ecce64277dae19,6da89e238859ff224cd0f3457721e336d97484c8ab8dab936a7f807d5dd71929,verified,2026-08-13,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities?sc_lang=en&sym=1024,true,primary,yfinance:1024.HK;hkex:1024,HKD,true,2026-01-01,,active,v1,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities?sc_lang=en&sym=1024,Hong Kong listing; HKEX securities market mapping.
9888_HK,BAIDU,HKEX,9888,9888.HK,9d73522f60f1a3d4dc032609e2e183bdf5d5a4032453164ae264bff57c03a92b,,verified,2026-08-13,https://www.hkex.com.hk/listing/rules-and-resources/guidance/ipo/listing-of-overseas-companies/company-information-sheets?sc_lang=en,true,secondary,yfinance:9888.HK;hkex:9888,HKD,false,2026-01-01,,active,v1,https://www.hkex.com.hk/listing/rules-and-resources/guidance/ipo/listing-of-overseas-companies/company-information-sheets?sc_lang=en,Hong Kong ordinary share listing; official HKEX derivatives page identifies code 9888.
BIDU_US,BAIDU,NASDAQ,BIDU,BIDU.US,8c4e252635c460541d8496a1f4ff096d8c23971e235caaad7e898f10cdcb1dcf,,verified,2026-08-13,https://www.nasdaq.com/market-activity/stocks/bidu,true,primary,yfinance:BIDU;nasdaq:BIDU,USD,true,2026-01-01,,active,v1,https://www.nasdaq.com/market-activity/stocks/bidu,NASDAQ ADR; company-level entity is Baidu.
9626_HK,BILIBILI,HKEX,9626,9626.HK,3edde3ecfa68bbc4204009ee93870897faf471de5a87473b68c638a0d8dbf046,,verified,2026-08-15,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities?sc_lang=en&sym=9626,true,primary,yfinance:9626.HK;hkex:9626,HKD,true,2026-01-01,,active,v1,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities?sc_lang=en&sym=9626,HKEX listed ordinary share; Stage 1 company identity.
