mineral_name,normalized_mineral_id,ticker_raw,ticker_normalized,market,exposure_purity,mapping_note,is_primary_exposure,importance_rank,importance_tier
Indium,indium,600497.SH,600497.SH,CN_A,Byproduct exposure,Indium is mainly recovered as a zinc/tin smelting byproduct; watch disclosure quality.,False,4,Tier 1 - highest
Indium,indium,600961.SH,600961.SH,CN_A,Byproduct exposure,Indium is mainly recovered as a zinc/tin smelting byproduct; watch disclosure quality.,False,4,Tier 1 - highest
Indium,indium,TECK,TECK,US,Byproduct exposure,Indium is mainly recovered as a zinc/tin smelting byproduct; watch disclosure quality.,False,4,Tier 1 - highest
Iridium,iridium,2362.HK,2362.HK,HK,PGM basket exposure,Iridium exposure is almost always through PGM basket producers.,False,57,Tier 5 - lower/unknown
Iridium,iridium,ANGPY,ANGPY,US,PGM basket exposure,Iridium exposure is almost always through PGM basket producers.,False,57,Tier 5 - lower/unknown
Iridium,iridium,IMPUY,IMPUY,US,PGM basket exposure,Iridium exposure is almost always through PGM basket producers.,False,57,Tier 5 - lower/unknown
Iridium,iridium,NGLOY,NGLOY,US,PGM basket exposure,Iridium exposure is almost always through PGM basket producers.,False,57,Tier 5 - lower/unknown
Iridium,iridium,SBSW,SBSW,US,PGM basket exposure,Iridium exposure is almost always through PGM basket producers.,False,57,Tier 5 - lower/unknown
Lanthanum,lanthanum,000831.SZ,000831.SZ,CN_A,Light REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,29,Tier 3 - high
Lanthanum,lanthanum,000970.SZ,000970.SZ,CN_A,Light REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,29,Tier 3 - high
Lanthanum,lanthanum,300748.SZ,300748.SZ,CN_A,Light REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,29,Tier 3 - high
Lanthanum,lanthanum,600111.SH,600111.SH,CN_A,Light REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,29,Tier 3 - high
Lanthanum,lanthanum,600366.SH,600366.SH,CN_A,Light REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,29,Tier 3 - high
Lanthanum,lanthanum,600392.SH,600392.SH,CN_A,Light REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,29,Tier 3 - high
Lanthanum,lanthanum,6680.HK,6680.HK,HK,Light REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,29,Tier 3 - high
Lanthanum,lanthanum,MP,MP,US,Light REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,29,Tier 3 - high
Lanthanum,lanthanum,USA,USA,US,Light REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,29,Tier 3 - high
Lanthanum,lanthanum,USAR,USAR,US,Light REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,29,Tier 3 - high
Lanthanum,lanthanum,UUUU,UUUU,US,Light REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,29,Tier 3 - high
Lead,lead,600497.SH,600497.SH,CN_A,Primary/secondary,Often co-mined with zinc/silver; check segment disclosure.,True,51,Tier 5 - lower/unknown
Lead,lead,600531.SH,600531.SH,CN_A,Primary/secondary,Often co-mined with zinc/silver; check segment disclosure.,True,51,Tier 5 - lower/unknown
Lead,lead,601168.SH,601168.SH,CN_A,Primary/secondary,Often co-mined with zinc/silver; check segment disclosure.,True,51,Tier 5 - lower/unknown
Lead,lead,601899.SH,601899.SH,CN_A,Primary/secondary,Often co-mined with zinc/silver; check segment disclosure.,True,51,Tier 5 - lower/unknown
Lead,lead,2899.HK,2899.HK,HK,Primary/secondary,Often co-mined with zinc/silver; check segment disclosure.,True,51,Tier 5 - lower/unknown
Lead,lead,HL,HL,US,Primary/secondary,Often co-mined with zinc/silver; check segment disclosure.,True,51,Tier 5 - lower/unknown
Lead,lead,NEXA,NEXA,US,Primary/secondary,Often co-mined with zinc/silver; check segment disclosure.,True,51,Tier 5 - lower/unknown
Lead,lead,TECK,TECK,US,Primary/secondary,Often co-mined with zinc/silver; check segment disclosure.,True,51,Tier 5 - lower/unknown
Lithium,lithium,000408.SZ,000408.SZ,CN_A,Primary lithium exposure,China names are very direct for lithium chemicals; US/ADR names add global project/resource exposure.,False,44,Tier 4 - moderate
Lithium,lithium,000792.SZ,000792.SZ,CN_A,Primary lithium exposure,China names are very direct for lithium chemicals; US/ADR names add global project/resource exposure.,False,44,Tier 4 - moderate
Lithium,lithium,002460.SZ,002460.SZ,CN_A,Primary lithium exposure,China names are very direct for lithium chemicals; US/ADR names add global project/resource exposure.,False,44,Tier 4 - moderate
Lithium,lithium,002466.SZ,002466.SZ,CN_A,Primary lithium exposure,China names are very direct for lithium chemicals; US/ADR names add global project/resource exposure.,False,44,Tier 4 - moderate
Lithium,lithium,1772.HK,1772.HK,HK,Primary lithium exposure,China names are very direct for lithium chemicals; US/ADR names add global project/resource exposure.,False,44,Tier 4 - moderate
Lithium,lithium,9696.HK,9696.HK,HK,Primary lithium exposure,China names are very direct for lithium chemicals; US/ADR names add global project/resource exposure.,False,44,Tier 4 - moderate
Lithium,lithium,ALB,ALB,US,Primary lithium exposure,China names are very direct for lithium chemicals; US/ADR names add global project/resource exposure.,False,44,Tier 4 - moderate
Lithium,lithium,ALTM,ALTM,US,Primary lithium exposure,China names are very direct for lithium chemicals; US/ADR names add global project/resource exposure.,False,44,Tier 4 - moderate
Lithium,lithium,LAC,LAC,US,Primary lithium exposure,China names are very direct for lithium chemicals; US/ADR names add global project/resource exposure.,False,44,Tier 4 - moderate
Lithium,lithium,SGML,SGML,US,Primary lithium exposure,China names are very direct for lithium chemicals; US/ADR names add global project/resource exposure.,False,44,Tier 4 - moderate
Lithium,lithium,SQM,SQM,US,Primary lithium exposure,China names are very direct for lithium chemicals; US/ADR names add global project/resource exposure.,False,44,Tier 4 - moderate
Lutetium,lutetium,000831.SZ,000831.SZ,CN_A,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,34,Tier 3 - high
Lutetium,lutetium,000970.SZ,000970.SZ,CN_A,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,34,Tier 3 - high
Lutetium,lutetium,300748.SZ,300748.SZ,CN_A,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,34,Tier 3 - high
Lutetium,lutetium,600111.SH,600111.SH,CN_A,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,34,Tier 3 - high
Lutetium,lutetium,600366.SH,600366.SH,CN_A,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,34,Tier 3 - high
Lutetium,lutetium,600392.SH,600392.SH,CN_A,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,34,Tier 3 - high
Lutetium,lutetium,6680.HK,6680.HK,HK,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,34,Tier 3 - high
Lutetium,lutetium,MP,MP,US,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,34,Tier 3 - high
Lutetium,lutetium,USA,USA,US,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,34,Tier 3 - high
Lutetium,lutetium,USAR,USAR,US,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,34,Tier 3 - high
Lutetium,lutetium,UUUU,UUUU,US,Heavy REE exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,34,Tier 3 - high
Magnesium,magnesium,002182.SZ,002182.SZ,CN_A,Primary for 002182; adjacent for refractories,Listed US coverage is poor; China has better magnesium metal exposure.,True,17,Tier 2 - very high
Magnesium,magnesium,002225.SZ,002225.SZ,CN_A,Primary for 002182; adjacent for refractories,Listed US coverage is poor; China has better magnesium metal exposure.,False,17,Tier 2 - very high
Manganese,manganese,002125.SZ,002125.SZ,CN_A,Primary for 1091/002125; secondary for diversified miners,Use as battery/steel manganese screen; A-share/HK names are much purer than global diversified ADRs.,True,3,Tier 1 - highest
Manganese,manganese,1091.HK,1091.HK,HK,Primary for 1091/002125; secondary for diversified miners,Use as battery/steel manganese screen; A-share/HK names are much purer than global diversified ADRs.,True,3,Tier 1 - highest
Manganese,manganese,BHP,BHP,US,Primary for 1091/002125; secondary for diversified miners,Use as battery/steel manganese screen; A-share/HK names are much purer than global diversified ADRs.,False,3,Tier 1 - highest
Manganese,manganese,ERMAF,ERMAF,US,Primary for 1091/002125; secondary for diversified miners,Use as battery/steel manganese screen; A-share/HK names are much purer than global diversified ADRs.,False,3,Tier 1 - highest
Manganese,manganese,SHTLF,SHTLF,US,Primary for 1091/002125; secondary for diversified miners,Use as battery/steel manganese screen; A-share/HK names are much purer than global diversified ADRs.,False,3,Tier 1 - highest
Manganese,manganese,SOUHY,SOUHY,US,Primary for 1091/002125; secondary for diversified miners,Use as battery/steel manganese screen; A-share/HK names are much purer than global diversified ADRs.,False,3,Tier 1 - highest
Manganese,manganese,VALE,VALE,US,Primary for 1091/002125; secondary for diversified miners,Use as battery/steel manganese screen; A-share/HK names are much purer than global diversified ADRs.,False,3,Tier 1 - highest
Metallurgical coal,metallurgical_coal,000983.SZ,000983.SZ,CN_A,Primary for coal producers,Focus on met coal mix rather than thermal coal dominance.,False,55,Tier 5 - lower/unknown
Metallurgical coal,metallurgical_coal,600188.SH,600188.SH,CN_A,Primary for coal producers,Focus on met coal mix rather than thermal coal dominance.,False,55,Tier 5 - lower/unknown
Metallurgical coal,metallurgical_coal,601088.SH,601088.SH,CN_A,Primary for coal producers,Focus on met coal mix rather than thermal coal dominance.,False,55,Tier 5 - lower/unknown
Metallurgical coal,metallurgical_coal,601898.SH,601898.SH,CN_A,Primary for coal producers,Focus on met coal mix rather than thermal coal dominance.,False,55,Tier 5 - lower/unknown
Metallurgical coal,metallurgical_coal,1088.HK,1088.HK,HK,Primary for coal producers,Focus on met coal mix rather than thermal coal dominance.,False,55,Tier 5 - lower/unknown
Metallurgical coal,metallurgical_coal,1171.HK,1171.HK,HK,Primary for coal producers,Focus on met coal mix rather than thermal coal dominance.,False,55,Tier 5 - lower/unknown
Metallurgical coal,metallurgical_coal,1898.HK,1898.HK,HK,Primary for coal producers,Focus on met coal mix rather than thermal coal dominance.,False,55,Tier 5 - lower/unknown
Metallurgical coal,metallurgical_coal,ARCH,ARCH,US,Primary for coal producers,Focus on met coal mix rather than thermal coal dominance.,False,55,Tier 5 - lower/unknown
Metallurgical coal,metallurgical_coal,BTU,BTU,US,Primary for coal producers,Focus on met coal mix rather than thermal coal dominance.,False,55,Tier 5 - lower/unknown
Metallurgical coal,metallurgical_coal,HCC,HCC,US,Primary for coal producers,Focus on met coal mix rather than thermal coal dominance.,False,55,Tier 5 - lower/unknown
Metallurgical coal,metallurgical_coal,METC,METC,US,Primary for coal producers,Focus on met coal mix rather than thermal coal dominance.,False,55,Tier 5 - lower/unknown
Neodymium,neodymium,000831.SZ,000831.SZ,CN_A,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,33,Tier 3 - high
Neodymium,neodymium,000970.SZ,000970.SZ,CN_A,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,33,Tier 3 - high
Neodymium,neodymium,300748.SZ,300748.SZ,CN_A,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,33,Tier 3 - high
Neodymium,neodymium,600111.SH,600111.SH,CN_A,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,33,Tier 3 - high
Neodymium,neodymium,600366.SH,600366.SH,CN_A,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,33,Tier 3 - high
Neodymium,neodymium,600392.SH,600392.SH,CN_A,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,33,Tier 3 - high
Neodymium,neodymium,6680.HK,6680.HK,HK,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,33,Tier 3 - high
Neodymium,neodymium,MP,MP,US,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,33,Tier 3 - high
Neodymium,neodymium,USA,USA,US,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,33,Tier 3 - high
Neodymium,neodymium,USAR,USAR,US,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,33,Tier 3 - high
Neodymium,neodymium,UUUU,UUUU,US,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,33,Tier 3 - high
Nickel,nickel,002340.SZ,002340.SZ,CN_A,Primary/secondary,China listed exposure often appears through battery-material processors rather than pure mines.,True,48,Tier 4 - moderate
Nickel,nickel,300919.SZ,300919.SZ,CN_A,Primary/secondary,China listed exposure often appears through battery-material processors rather than pure mines.,True,48,Tier 4 - moderate
Nickel,nickel,603799.SH,603799.SH,CN_A,Primary/secondary,China listed exposure often appears through battery-material processors rather than pure mines.,True,48,Tier 4 - moderate
Nickel,nickel,2362.HK,2362.HK,HK,Primary/secondary,China listed exposure often appears through battery-material processors rather than pure mines.,True,48,Tier 4 - moderate
Nickel,nickel,BHP,BHP,US,Primary/secondary,China listed exposure often appears through battery-material processors rather than pure mines.,True,48,Tier 4 - moderate
Nickel,nickel,TECK,TECK,US,Primary/secondary,China listed exposure often appears through battery-material processors rather than pure mines.,True,48,Tier 4 - moderate
Nickel,nickel,TLOFF,TLOFF,US,Primary/secondary,China listed exposure often appears through battery-material processors rather than pure mines.,True,48,Tier 4 - moderate
Nickel,nickel,VALE,VALE,US,Primary/secondary,China listed exposure often appears through battery-material processors rather than pure mines.,True,48,Tier 4 - moderate
Niobium,niobium,000657.SZ,000657.SZ,CN_A,Primary for CMOC/NB,CMOC has operating niobium; NB is a development project.,False,12,Tier 1 - highest
Niobium,niobium,603993.SH,603993.SH,CN_A,Primary for CMOC/NB,CMOC has operating niobium; NB is a development project.,False,12,Tier 1 - highest
Niobium,niobium,3993.HK,3993.HK,HK,Primary for CMOC/NB,CMOC has operating niobium; NB is a development project.,False,12,Tier 1 - highest
Niobium,niobium,NB,NB,US,Primary for CMOC/NB,CMOC has operating niobium; NB is a development project.,True,12,Tier 1 - highest
Palladium,palladium,601899.SH,601899.SH,CN_A,Primary for PGM miners,Treat with platinum/rhodium basket rather than single-metal purity.,False,42,Tier 3 - high
Palladium,palladium,2362.HK,2362.HK,HK,Primary for PGM miners,Treat with platinum/rhodium basket rather than single-metal purity.,False,42,Tier 3 - high
Palladium,palladium,2899.HK,2899.HK,HK,Primary for PGM miners,Treat with platinum/rhodium basket rather than single-metal purity.,False,42,Tier 3 - high
Palladium,palladium,ANGPY,ANGPY,US,Primary for PGM miners,Treat with platinum/rhodium basket rather than single-metal purity.,False,42,Tier 3 - high
Palladium,palladium,IMPUY,IMPUY,US,Primary for PGM miners,Treat with platinum/rhodium basket rather than single-metal purity.,False,42,Tier 3 - high
Palladium,palladium,NGLOY,NGLOY,US,Primary for PGM miners,Treat with platinum/rhodium basket rather than single-metal purity.,False,42,Tier 3 - high
Palladium,palladium,PLG,PLG,US,Primary for PGM miners,Treat with platinum/rhodium basket rather than single-metal purity.,False,42,Tier 3 - high
Palladium,palladium,SBSW,SBSW,US,Primary for PGM miners,Treat with platinum/rhodium basket rather than single-metal purity.,False,42,Tier 3 - high
Phosphate rock,phosphate_rock,000422.SZ,000422.SZ,CN_A,Primary for phosphate/fertilizer producers,CMOC has phosphate fertilizer in Brazil; pure phosphate names are fertilizer-driven.,False,58,Tier 5 - lower/unknown
Phosphate rock,phosphate_rock,002895.SZ,002895.SZ,CN_A,Primary for phosphate/fertilizer producers,CMOC has phosphate fertilizer in Brazil; pure phosphate names are fertilizer-driven.,False,58,Tier 5 - lower/unknown
Phosphate rock,phosphate_rock,600096.SH,600096.SH,CN_A,Primary for phosphate/fertilizer producers,CMOC has phosphate fertilizer in Brazil; pure phosphate names are fertilizer-driven.,False,58,Tier 5 - lower/unknown
Phosphate rock,phosphate_rock,600141.SH,600141.SH,CN_A,Primary for phosphate/fertilizer producers,CMOC has phosphate fertilizer in Brazil; pure phosphate names are fertilizer-driven.,False,58,Tier 5 - lower/unknown
Phosphate rock,phosphate_rock,603993.SH,603993.SH,CN_A,Primary for phosphate/fertilizer producers,CMOC has phosphate fertilizer in Brazil; pure phosphate names are fertilizer-driven.,False,58,Tier 5 - lower/unknown
Phosphate rock,phosphate_rock,3993.HK,3993.HK,HK,Primary for phosphate/fertilizer producers,CMOC has phosphate fertilizer in Brazil; pure phosphate names are fertilizer-driven.,False,58,Tier 5 - lower/unknown
Phosphate rock,phosphate_rock,CVR,CVR,US,Primary for phosphate/fertilizer producers,CMOC has phosphate fertilizer in Brazil; pure phosphate names are fertilizer-driven.,False,58,Tier 5 - lower/unknown
Phosphate rock,phosphate_rock,ICL,ICL,US,Primary for phosphate/fertilizer producers,CMOC has phosphate fertilizer in Brazil; pure phosphate names are fertilizer-driven.,False,58,Tier 5 - lower/unknown
Phosphate rock,phosphate_rock,MOS,MOS,US,Primary for phosphate/fertilizer producers,CMOC has phosphate fertilizer in Brazil; pure phosphate names are fertilizer-driven.,False,58,Tier 5 - lower/unknown
Phosphate rock,phosphate_rock,NTR,NTR,US,Primary for phosphate/fertilizer producers,CMOC has phosphate fertilizer in Brazil; pure phosphate names are fertilizer-driven.,False,58,Tier 5 - lower/unknown
Phosphate rock,phosphate_rock,UAN,UAN,US,Primary for phosphate/fertilizer producers,CMOC has phosphate fertilizer in Brazil; pure phosphate names are fertilizer-driven.,False,58,Tier 5 - lower/unknown
Platinum,platinum,601899.SH,601899.SH,CN_A,Primary for PGM miners; secondary for diversified miners,US exposure mostly via South African PGM ADRs rather than US domestic production.,False,14,Tier 2 - very high
Platinum,platinum,2362.HK,2362.HK,HK,Primary for PGM miners; secondary for diversified miners,US exposure mostly via South African PGM ADRs rather than US domestic production.,False,14,Tier 2 - very high
Platinum,platinum,2899.HK,2899.HK,HK,Primary for PGM miners; secondary for diversified miners,US exposure mostly via South African PGM ADRs rather than US domestic production.,False,14,Tier 2 - very high
Platinum,platinum,ANGPY,ANGPY,US,Primary for PGM miners; secondary for diversified miners,US exposure mostly via South African PGM ADRs rather than US domestic production.,False,14,Tier 2 - very high
Platinum,platinum,IMPUY,IMPUY,US,Primary for PGM miners; secondary for diversified miners,US exposure mostly via South African PGM ADRs rather than US domestic production.,False,14,Tier 2 - very high
Platinum,platinum,NGLOY,NGLOY,US,Primary for PGM miners; secondary for diversified miners,US exposure mostly via South African PGM ADRs rather than US domestic production.,False,14,Tier 2 - very high
Platinum,platinum,PLG,PLG,US,Primary for PGM miners; secondary for diversified miners,US exposure mostly via South African PGM ADRs rather than US domestic production.,False,14,Tier 2 - very high
Platinum,platinum,SBSW,SBSW,US,Primary for PGM miners; secondary for diversified miners,US exposure mostly via South African PGM ADRs rather than US domestic production.,False,14,Tier 2 - very high
Potash,potash,000408.SZ,000408.SZ,CN_A,Primary for potash producers,Comparable across China and North America; watch brine vs hard-rock cost curves.,False,18,Tier 2 - very high
Potash,potash,000792.SZ,000792.SZ,CN_A,Primary for potash producers,Comparable across China and North America; watch brine vs hard-rock cost curves.,False,18,Tier 2 - very high
Potash,potash,000893.SZ,000893.SZ,CN_A,Primary for potash producers,Comparable across China and North America; watch brine vs hard-rock cost curves.,False,18,Tier 2 - very high
Potash,potash,IPI,IPI,US,Primary for potash producers,Comparable across China and North America; watch brine vs hard-rock cost curves.,False,18,Tier 2 - very high
Potash,potash,MOS,MOS,US,Primary for potash producers,Comparable across China and North America; watch brine vs hard-rock cost curves.,False,18,Tier 2 - very high
Potash,potash,NTR,NTR,US,Primary for potash producers,Comparable across China and North America; watch brine vs hard-rock cost curves.,False,18,Tier 2 - very high
Praseodymium,praseodymium,000831.SZ,000831.SZ,CN_A,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,15,Tier 2 - very high
Praseodymium,praseodymium,000970.SZ,000970.SZ,CN_A,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,15,Tier 2 - very high
Praseodymium,praseodymium,300748.SZ,300748.SZ,CN_A,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,15,Tier 2 - very high
Praseodymium,praseodymium,600111.SH,600111.SH,CN_A,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,15,Tier 2 - very high
Praseodymium,praseodymium,600366.SH,600366.SH,CN_A,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,15,Tier 2 - very high
Praseodymium,praseodymium,600392.SH,600392.SH,CN_A,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,15,Tier 2 - very high
Praseodymium,praseodymium,6680.HK,6680.HK,HK,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,15,Tier 2 - very high
Praseodymium,praseodymium,MP,MP,US,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,15,Tier 2 - very high
Praseodymium,praseodymium,USA,USA,US,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,15,Tier 2 - very high
Praseodymium,praseodymium,USAR,USAR,US,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,15,Tier 2 - very high
Praseodymium,praseodymium,UUUU,UUUU,US,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,15,Tier 2 - very high
Rhenium,rhenium,000630.SZ,000630.SZ,CN_A,Byproduct exposure,Rhenium is recovered from molybdenite/copper-moly systems; equity exposure is indirect.,False,24,Tier 2 - very high
Rhenium,rhenium,600362.SH,600362.SH,CN_A,Byproduct exposure,Rhenium is recovered from molybdenite/copper-moly systems; equity exposure is indirect.,False,24,Tier 2 - very high
Rhenium,rhenium,603993.SH,603993.SH,CN_A,Byproduct exposure,Rhenium is recovered from molybdenite/copper-moly systems; equity exposure is indirect.,False,24,Tier 2 - very high
Rhenium,rhenium,0358.HK,0358.HK,HK,Byproduct exposure,Rhenium is recovered from molybdenite/copper-moly systems; equity exposure is indirect.,False,24,Tier 2 - very high
Rhenium,rhenium,3993.HK,3993.HK,HK,Byproduct exposure,Rhenium is recovered from molybdenite/copper-moly systems; equity exposure is indirect.,False,24,Tier 2 - very high
Rhenium,rhenium,FCX,FCX,US,Byproduct exposure,Rhenium is recovered from molybdenite/copper-moly systems; equity exposure is indirect.,False,24,Tier 2 - very high
Rhenium,rhenium,TECK,TECK,US,Byproduct exposure,Rhenium is recovered from molybdenite/copper-moly systems; equity exposure is indirect.,False,24,Tier 2 - very high
Rhodium,rhodium,2362.HK,2362.HK,HK,PGM basket exposure,Rhodium is a PGM byproduct; very volatile and usually not disclosed as standalone equity exposure.,False,56,Tier 5 - lower/unknown
Rhodium,rhodium,ANGPY,ANGPY,US,PGM basket exposure,Rhodium is a PGM byproduct; very volatile and usually not disclosed as standalone equity exposure.,False,56,Tier 5 - lower/unknown
Rhodium,rhodium,IMPUY,IMPUY,US,PGM basket exposure,Rhodium is a PGM byproduct; very volatile and usually not disclosed as standalone equity exposure.,False,56,Tier 5 - lower/unknown
Rhodium,rhodium,NGLOY,NGLOY,US,PGM basket exposure,Rhodium is a PGM byproduct; very volatile and usually not disclosed as standalone equity exposure.,False,56,Tier 5 - lower/unknown
Rhodium,rhodium,PLG,PLG,US,PGM basket exposure,Rhodium is a PGM byproduct; very volatile and usually not disclosed as standalone equity exposure.,False,56,Tier 5 - lower/unknown
Rhodium,rhodium,SBSW,SBSW,US,PGM basket exposure,Rhodium is a PGM byproduct; very volatile and usually not disclosed as standalone equity exposure.,False,56,Tier 5 - lower/unknown
Rubidium,rubidium,002738.SZ,002738.SZ,CN_A,Primary for Sinomine,Sinomine is the main listed China proxy for cesium/rubidium specialty salts.,False,8,Tier 1 - highest
Ruthenium,ruthenium,2362.HK,2362.HK,HK,PGM basket exposure,Usually bundled with PGM miners; individual ruthenium revenue is not separately clean.,False,50,Tier 4 - moderate
Ruthenium,ruthenium,ANGPY,ANGPY,US,PGM basket exposure,Usually bundled with PGM miners; individual ruthenium revenue is not separately clean.,False,50,Tier 4 - moderate
Ruthenium,ruthenium,IMPUY,IMPUY,US,PGM basket exposure,Usually bundled with PGM miners; individual ruthenium revenue is not separately clean.,False,50,Tier 4 - moderate
Ruthenium,ruthenium,NGLOY,NGLOY,US,PGM basket exposure,Usually bundled with PGM miners; individual ruthenium revenue is not separately clean.,False,50,Tier 4 - moderate
Ruthenium,ruthenium,SBSW,SBSW,US,PGM basket exposure,Usually bundled with PGM miners; individual ruthenium revenue is not separately clean.,False,50,Tier 4 - moderate
Samarium,samarium,000831.SZ,000831.SZ,CN_A,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,25,Tier 3 - high
Samarium,samarium,000970.SZ,000970.SZ,CN_A,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,25,Tier 3 - high
Samarium,samarium,300748.SZ,300748.SZ,CN_A,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,25,Tier 3 - high
Samarium,samarium,600111.SH,600111.SH,CN_A,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,25,Tier 3 - high
Samarium,samarium,600366.SH,600366.SH,CN_A,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,25,Tier 3 - high
Samarium,samarium,600392.SH,600392.SH,CN_A,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,25,Tier 3 - high
Samarium,samarium,6680.HK,6680.HK,HK,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,25,Tier 3 - high
Samarium,samarium,MP,MP,US,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,25,Tier 3 - high
Samarium,samarium,USA,USA,US,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,25,Tier 3 - high
Samarium,samarium,USAR,USAR,US,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,25,Tier 3 - high
Samarium,samarium,UUUU,UUUU,US,REE/magnet exposure,"REE complex exposure; individual element revenue disclosure is usually limited, especially for heavy REEs.",False,25,Tier 3 - high
Scandium,scandium,000831.SZ,000831.SZ,CN_A,Primary for NB project; secondary for REE processors,Scandium is usually project-level or byproduct exposure; NB is the cleanest US scandium development proxy.,False,2,Tier 1 - highest
Scandium,scandium,600111.SH,600111.SH,CN_A,Primary for NB project; secondary for REE processors,Scandium is usually project-level or byproduct exposure; NB is the cleanest US scandium development proxy.,False,2,Tier 1 - highest
