date,molybdenum_concentrate,ferromolybdenum,ammonium_heptamolybdate,ammonium_tetramolybdate,source,title,url
2025-12-26,3730.0,244000.0,238000.0,,ctia,本周钼铁价格上涨7000元,https://www.ctia.com.cn/news/125731.html
2025-12-29,3730.0,245000.0,239000.0,234000.0,ctia,钼铁、四钼酸铵、氧化钼最新价格,https://www.ctia.com.cn/news/125814.html
2025-12-30,3740.0,246000.0,240000.0,,ctia,钼精矿与钼铁价格继续微涨,https://www.ctia.com.cn/news/125939.html
2026-01-05,3920.0,257000.0,246000.0,241000.0,ctia,钼铁价格继续走高,https://www.ctia.com.cn/news/126117.html
2026-01-06,3950.0,262000.0,248000.0,243000.0,ctia,钼铁价格突破26万元/吨,https://www.ctia.com.cn/news/126126.html
2026-01-07,,256000.0,247000.0,,chinatungsten,"Molybdenum Market - January 7, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174280-tpn-11908.html
2026-01-08,4150.0,267000.0,,253000.0,ctia,元旦后，钼精矿价格上涨8%,https://www.ctia.com.cn/news/126210.html
2026-01-09,4150.0,267000.0,258000.0,,ctia,本周钼价先扬后稳,https://www.ctia.com.cn/news/126257.html
2026-01-12,4150.0,266000.0,258000.0,,ctia,钼精矿、氧化钼、钼铁最新价格,https://www.ctia.com.cn/news/126248.html
2026-01-13,,252000.0,246000.0,,chinatungsten,"Molybdenum Market - January 13, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174312-tpn-11913.html
2026-01-14,,249000.0,,,chinatungsten,"Molybdenum Market - January 14, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174322-tpn-11915.html
2026-01-15,4020.0,260000.0,254000.0,,chinatungsten,"Molybdenum Market - January 15, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174336-tpn-11919.html
2026-01-16,,250000.0,,,chinatungsten,"Molybdenum Market - January 16, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174350-tpn-11921.html
2026-01-19,,251000.0,,,chinatungsten,"Molybdenum Market - January 19, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174373-tpn-11925.html
2026-01-20,4060.0,263000.0,,249000.0,chinatungsten,"Molybdenum Market - January 20, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174372-tpn-11924.html
2026-01-21,,251000.0,,,chinatungsten,"Molybdenum Market - January 21, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174384-tpn-11927.html
2026-01-22,4030.0,262000.0,,,chinatungsten,"Molybdenum Market - January 22, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174394-tpn-11929.html
2026-01-23,,252000.0,,,chinatungsten,"Molybdenum Market - January 23, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174440-tpn-11934.html
2026-01-26,4050.0,263000.0,254000.0,,chinatungsten,"Molybdenum Market - January 26, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174427-tpn-11932.html
2026-01-27,,252000.0,,,chinatungsten,"Molybdenum Market - January 27, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174439-tpn-11933.html
2026-01-28,4050.0,263000.0,,249000.0,chinatungsten,"Molybdenum Market - January 28, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174452-tpn-11935.html
2026-01-30,4050.0,,,,chinatungsten,Full Chart and Commentary on China Molybdenum Products Price Trends in January 2026,http://news.chinatungsten.com/en/tungsten-product-news/174469-tpn-11939.html
2026-02-02,,254000.0,246000.0,,chinatungsten,"Molybdenum Market - February 2, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174488-tpn-11943.html
2026-02-03,4070.0,265000.0,257000.0,,chinatungsten,"Molybdenum Market - February 3, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174482-tpn-11942.html
2026-02-04,,255000.0,247000.0,,chinatungsten,"Molybdenum Market - February 4, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174500-tpn-16002.html
2026-02-05,,257000.0,248000.0,,chinatungsten,"Molybdenum Market - February 5, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174511-tpn-16004.html
2026-02-06,,257000.0,,,chinatungsten,"Molybdenum Market - February 6, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174517-tpn-16005.html
2026-02-09,,258000.0,253000.0,,chinatungsten,"Molybdenum Market - February 9, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174535-tpn-16008.html
2026-02-10,4170.0,270000.0,264000.0,,chinatungsten,"Molybdenum Market - February 10, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174541-tpn-16009.html
2026-02-11,4170.0,271000.0,253000.0,259000.0,chinatungsten,"Molybdenum Market - February 11, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174558-tpn-16012.html
2026-02-12,,260000.0,253000.0,,chinatungsten,"Molybdenum Market - February 12, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174568-tpn-16014.html
2026-02-13,4170.0,271000.0,264000.0,259000.0,ctia,钼精矿、钼铁、氧化钼最新价格,https://www.ctia.com.cn/news/127505.html
2026-02-24,4070.0,264000.0,,,chinatungsten,"Molybdenum Market - February 24, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174588-tpn-16017.html
2026-02-25,4070.0,264000.0,257000.0,,chinatungsten,"Molybdenum Market - February 25, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174597-tpn-3144.html
2026-02-26,,271000.0,263000.0,,chinatungsten,"Molybdenum Market - February 26, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174603-tpn-3145.html
2026-02-27,4250.0,273000.0,269000.0,,chinatungsten,"Molybdenum Market - February 27, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174617-tpn-16021.html
2026-02-28,4260.0,273000.0,,,chinatungsten,"Molybdenum Market - February 28, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174627-tpn-16023.html
2026-03-03,4450.0,285000.0,283000.0,,ctia,钼市高位坚挺运行,https://www.ctia.com.cn/news/127805.html
2026-03-04,4270.0,274000.0,,,chinatungsten,"Molybdenum Market - March 4, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174675-tpn-16033.html
2026-03-05,4460.0,275000.0,,,chinatungsten,"Molybdenum Market - March 5, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174670-tpn-16032.html
2026-03-06,4270.0,275000.0,,,chinatungsten,"Molybdenum Market - March 6, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174690-tpn-16036.html
2026-03-09,4460.0,287000.0,279000.0,,chinatungsten,"Molybdenum Market - March 9, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174699-tpn-16038.html
2026-03-10,4460.0,275000.0,,,chinatungsten,"Molybdenum Market - March 10, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174708-tpn-16040.html
2026-03-11,4250.0,273000.0,,,chinatungsten,"Molybdenum Market - March 11, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174714-tpn-16041.html
2026-03-12,4430.0,284000.0,283000.0,,ctia,氧化钼、钼粉、钼铁最新价格,https://www.ctia.com.cn/news/128129.html
2026-03-13,4240.0,272000.0,271000.0,,chinatungsten,"Molybdenum Market - March 13, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174740-tpn-16046.html
2026-03-16,4430.0,284000.0,283000.0,,chinatungsten,"Molybdenum Price - March 16, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174751-tpn-16049.html
2026-03-17,4240.0,272000.0,271000.0,,chinatungsten,"Molybdenum Market - March 17, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174747-tpn-16048.html
2026-03-18,4430.0,272000.0,271000.0,,chinatungsten,"Molybdenum Market - March 18, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174755-tpn-16050.html
2026-03-19,4240.0,271000.0,,,chinatungsten,"Molybdenum Market - March 19, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174764-tpn-16053.html
2026-03-20,4430.0,283000.0,283000.0,,ctia,本周钢招活跃 钼市维稳运行,https://www.ctia.com.cn/news/128362.html
2026-03-23,4240.0,269000.0,,,chinatungsten,"Molybdenum Market - March 23, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174779-tpn-16056.html
2026-03-24,4240.0,268000.0,,,chinatungsten,"Molybdenum Market - March 24, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174789-tpn-16057.html
2026-03-25,4400.0,280000.0,283000.0,,chinatungsten,"Molybdenum Market - March 25, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174790-tpn-16058.html
2026-03-26,,268000.0,,,chinatungsten,"Molybdenum Market - March 26, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174798-tpn-16062.html
2026-03-27,,268000.0,206000.0,,chinatungsten,"Molybdenum Market - March 27, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174804-tpn-16064.html
2026-03-30,4400.0,280000.0,283000.0,,chinatungsten,"Molybdenum Market - March 30, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174810-tpn-16066.html
2026-03-31,4230.0,208000.0,,,chinatungsten,"Molybdenum Market - March 31, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174820-tpn-16071.html
2026-04-01,4420.0,271000.0,283000.0,,chinatungsten,"Molybdenum Market - April 1, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174824-tpn-16072.html
2026-04-02,4260.0,273000.0,273000.0,,chinatungsten,"Molybdenum Market - April 2, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174836-tpn-16075.html
2026-04-03,4440.0,274000.0,273000.0,,chinatungsten,"Molybdenum Market - April 3, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174842-tpn-16077.html
2026-04-07,4450.0,286000.0,285000.0,281000.0,ctia,钼精矿、钼铁、四钼酸铵最新价格,https://www.ctia.com.cn/news/128796.html
2026-04-08,4290.0,276000.0,274000.0,,chinatungsten,"Molybdenum Market - April 8, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174860-tpn-16083.html
2026-04-09,4290.0,278000.0,274000.0,,chinatungsten,"Molybdenum Market - April 9, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174861-tpn-16084.html
2026-04-10,4350.0,278000.0,274000.0,,chinatungsten,"Molybdenum Market - April 10, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174865-tpn-16085.html
2026-04-13,4640.0,279000.0,274000.0,,chinatungsten,"Molybdenum Market - April 13, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174873-tpn-16088.html
2026-04-14,4330.0,278000.0,273000.0,,chinatungsten,"Molybdenum Prices - April 14, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174891-tpn-16093.html
2026-04-15,4330.0,278000.0,273000.0,,chinatungsten,"Molybdenum Market - April 15, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174890-tpn-16092.html
2026-04-16,4330.0,278000.0,273000.0,,chinatungsten,"Molybdenum Market - April 16, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174882-tpn-16090.html
2026-04-17,4690.0,278000.0,273000.0,,chinatungsten,"Molybdenum Market - April 17, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174888-tpn-16091.html
2026-04-20,4585.0,281000.0,276000.0,,chinatungsten,"Molybdenum Market - April 20, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174903-tpn-16097.html
2026-04-21,4580.0,293000.0,,,chinatungsten,"Molybdenum Market - April 21, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174899-tpn-16096.html
2026-04-22,4580.0,293000.0,284000.0,,chinatungsten,"Molybdenum Market - April 22, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174909-tpn-16099.html
2026-04-23,4610.0,283000.0,279000.0,,chinatungsten,"Molybdenum Market - April 23, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174925-tpn-16104.html
2026-04-24,4750.0,286000.0,282000.0,,chinatungsten,"Molybdenum Market - April 24, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174921-tpn-16103.html
2026-04-27,4730.0,300000.0,294000.0,,chinatungsten,"Molybdenum Price - April 27, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174917-tpn-16102.html
2026-04-28,4530.0,287000.0,,,chinatungsten,"Molybdenum Market - April 28, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174929-tpn-16106.html
2026-04-29,4860.0,287000.0,,,chinatungsten,"Molybdenum Market - April 29, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174991-tpn-16122.html
2026-05-06,4760.0,300000.0,294000.0,,chinatungsten,"Molybdenum Market - May 6, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174939-tpn-16111.html
2026-05-07,4740.0,288000.0,283000.0,,chinatungsten,"Molybdenum Market - May 7, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174946-tpn-16113.html
2026-05-08,4150.0,290000.0,284000.0,,chinatungsten,"Molybdenum Market - May 8, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174954-tpn-16115.html
2026-05-09,4820.0,307000.0,,,chinatungsten,"Molybdenum Prices - May 9, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174958-tpn-16116.html
2026-05-11,,310000.0,302000.0,,chinatungsten,"Molybdenum Prices - May 11, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174962-tpn-16117.html
2026-05-12,5050.0,320000.0,310000.0,,chinatungsten,"Molybdenum Market - May 12, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174966-tpn-16118.html
2026-05-13,5250.0,332000.0,316000.0,,chinatungsten,"Molybdenum Market - May 13, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174969-tpn-16119.html
2026-05-14,5250.0,335000.0,322000.0,,chinatungsten,"Molybdenum Market - May 14, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174987-tpn-16121.html
2026-05-15,,335000.0,322000.0,,chinatungsten,"Molybdenum Market - May 15, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175131-tpn-16165.html
2026-05-18,5220.0,333000.0,322000.0,,chinatungsten,"Molybdenum Market - May 18, 2026",http://news.chinatungsten.com/en/tungsten-product-news/174999-tpn-16124.html
2026-05-19,5170.0,329000.0,322000.0,,chinatungsten,"Molybdenum Market - May 19, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175005-tpn-16126.html
2026-05-21,5150.0,326000.0,314000.0,,chinatungsten,"Molybdenum Market - May 21, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175017-tpn-16130.html
2026-05-22,5100.0,323000.0,314000.0,,chinatungsten,"Molybdenum Market - May 22, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175021-tpn-16131.html
2026-05-25,5050.0,318000.0,390000.0,,chinatungsten,"Molybdenum Market - May 25, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175025-tpn-16132.html
2026-05-26,,312000.0,,,chinatungsten,"Molybdenum Prices - May 26, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175032-tpn-16134.html
2026-05-27,4950.0,312000.0,,,chinatungsten,"Molybdenum Market - May 27, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175039-tpn-16136.html
2026-05-28,4980.0,315000.0,312000.0,,chinatungsten,"Molybdenum Market - May 28, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175045-tpn-16138.html
2026-05-29,5010.0,314000.0,400000.0,,chinatungsten,"Molybdenum Prices - May 29, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175051-tpn-16140.html
2026-06-01,5030.0,314000.0,400000.0,,chinatungsten,"Molybdenum Market - June 1, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175057-tpn-16142.html
2026-06-03,5130.0,322000.0,317000.0,,chinatungsten,"Molybdenum Market - June 3, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175073-tpn-16145.html
2026-06-04,5130.0,323000.0,320000.0,,chinatungsten,"Molybdenum Market - June 4, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175082-tpn-16149.html
2026-06-05,5130.0,324000.0,320000.0,,chinatungsten,"Molybdenum Prices - June 5, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175088-tpn-16151.html
2026-06-08,5130.0,324000.0,320000.0,,chinatungsten,"Molybdenum Market - June 8, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175094-tpn-16153.html
2026-06-09,5130.0,324000.0,320000.0,,chinatungsten,"Molybdenum Market - June 9, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175100-tpn-16155.html
2026-06-10,5130.0,322000.0,320000.0,,chinatungsten,"Molybdenum Market - June 10, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175106-tpn-16157.html
2026-06-11,5100.0,318000.0,318000.0,,chinatungsten,"Molybdenum Market - June 11, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175110-tpn-16158.html
2026-06-12,5080.0,318000.0,318000.0,,chinatungsten,"Molybdenum Prices - June 12, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175118-tpn-16161.html
2026-06-15,5080.0,318000.0,318000.0,312000.0,chinatungsten,"Molybdenum Market - June 15, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175124-tpn-16163.html
2026-06-16,5090.0,323000.0,320000.0,,chinatungsten,"Molybdenum Market - June 16, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175135-tpn-16166.html
2026-06-17,5180.0,328000.0,322000.0,,chinatungsten,"Molybdenum Market - June 17, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175143-tpn-16169.html
2026-06-18,5180.0,328000.0,322000.0,,chinatungsten,"Molybdenum Market - June 18, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175146-tpn-16170.html
2026-06-22,5180.0,328000.0,322000.0,316000.0,chinatungsten,"Molybdenum Market - June 22, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175150-tpn-16171.html
2026-06-23,5180.0,328000.0,320000.0,316000.0,chinatungsten,"Molybdenum Market - June 23, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175159-tpn-16174.html
2026-06-24,5180.0,326000.0,320000.0,,chinatungsten,"Molybdenum Market - June 24, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175165-tpn-16176.html
2026-06-25,5180.0,325000.0,320000.0,,chinatungsten,"Molybdenum Market - June 25, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175169-tpn-16178.html
2026-06-26,5180.0,326000.0,320000.0,,chinatungsten,"Molybdenum Market - June 26, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175188-tpn-16184.html
2026-06-29,5180.0,326000.0,320000.0,,chinatungsten,"Molybdenum Market - June 29, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175189-tpn-16185.html
2026-07-01,5180.0,326000.0,320000.0,314000.0,chinatungsten,"Molybdenum Market - July 1, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175185-tpn-16183.html
2026-07-02,5180.0,326000.0,320000.0,314000.0,chinatungsten,"Molybdenum Market - July 2, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175183-tpn-16182.html
2026-07-03,5210.0,328000.0,,,chinatungsten,"Molybdenum Prices - July 3, 2026",http://news.chinatungsten.com/en/tungsten-product-news/175202-tpn-16190.html
2026-07-06,5260.0,328000.0,322000.0,316000.0,ctia,钼精矿、钼铁、七钼酸铵最新价格,https://www.ctia.com.cn/news/131478.html
2026-07-07,5260.0,328000.0,322000.0,,ctia,钼市高位横盘,https://www.ctia.com.cn/news/131535.html
2026-07-08,5260.0,330000.0,324000.0,,ctia,钼铁价格微涨,https://www.ctia.com.cn/news/131582.html
2026-07-09,5260.0,331000.0,325000.0,319000.0,ctia,钼铁价格承压上行,https://www.ctia.com.cn/news/131595.html
2026-07-10,5280.0,333000.0,326000.0,320000.0,ctia,本周钼价震荡上涨,https://www.ctia.com.cn/news/131601.html
2026-07-13,5280.0,333000.0,326000.0,320000.0,ctia,钼精矿、钼铁、七钼酸铵最新价格,https://www.ctia.com.cn/news/131653.html
2026-07-20,5320.0,339000.0,330000.0,,ctia,钼精矿、钼铁、七钼酸铵最新价格,https://www.ctia.com.cn/news/132016.html
