status,airline_code,month,metric,region,value,recovery_method,reason,announcement_date,announcement_id,source_pdf_url,source_pdf_path,companion_parser_metrics,source_text_metric_present,source_text_keyword_matches,parser_metric_present,parser_metric_row_count,parser_metric_regions,disclosure_check,retrieved_at
recovered_from_cached_official_pdf,600029,2019-06,passenger_load_factor_pct,Domestic,83.09,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,客座率,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,passenger_load_factor_pct,International,82.68,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,客座率,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,passenger_load_factor_pct,Regional,76.82,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,客座率,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,passenger_load_factor_pct,Total,82.87,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,客座率,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,passengers,Domestic,10276.4,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,旅客人数,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,passengers,International,1637.71,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,旅客人数,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,passengers,Regional,226.35,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,旅客人数,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,passengers,Total,12140.46,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,旅客人数,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,rftk,Domestic,138.36,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮周转量,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,rftk,International,484.52,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮周转量,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,rftk,Regional,2.11,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮周转量,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,rftk,Total,624.99,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮周转量,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,rpk,Domestic,15453.2,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,收入客公里;旅客周转量,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,rpk,International,6995.79,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,收入客公里;旅客周转量,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,rpk,Regional,314.09,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,收入客公里;旅客周转量,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,rpk,Total,22763.08,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,收入客公里;旅客周转量,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,rtk,Domestic,1507.14,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,收入吨公里,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,rtk,International,1099.19,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,收入吨公里,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,rtk,Regional,29.9,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,收入吨公里,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2019-06,rtk,Total,2636.23,pdf_table_shift_recovery,PDF page-break shifted the first value of each block into the header row; official table arithmetic and labels validate the repair.,2019-07-16,1206446698,http://static.cninfo.com.cn/finalpage/2019-07-16/1206446698.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1206446698.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,收入吨公里,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2020-01,aftk,Domestic,482.63,source_pdf_recovery,The official PDF contains the AFTK regional rows; the raw parser archive omitted the recoverable table values.,2020-02-15,1207307040,http://static.cninfo.com.cn/finalpage/2020-02-15/1207307040.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1207307040.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,可利用吨公里—货邮运,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2020-01,aftk,International,911.82,source_pdf_recovery,The official PDF contains the AFTK regional rows; the raw parser archive omitted the recoverable table values.,2020-02-15,1207307040,http://static.cninfo.com.cn/finalpage/2020-02-15/1207307040.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1207307040.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,可利用吨公里—货邮运,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2020-01,aftk,Regional,6.9,source_pdf_recovery,The official PDF contains the AFTK regional rows; the raw parser archive omitted the recoverable table values.,2020-02-15,1207307040,http://static.cninfo.com.cn/finalpage/2020-02-15/1207307040.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1207307040.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,可利用吨公里—货邮运,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2020-02,freight_load_factor_pct,Domestic,40.57,source_pdf_recovery,The official PDF contains the freight-load-factor regional rows; the raw parser archive omitted the recoverable table values.,2020-03-19,1207383661,http://static.cninfo.com.cn/finalpage/2020-03-19/1207383661.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1207383661.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮载运率,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2020-02,freight_load_factor_pct,International,62.77,source_pdf_recovery,The official PDF contains the freight-load-factor regional rows; the raw parser archive omitted the recoverable table values.,2020-03-19,1207383661,http://static.cninfo.com.cn/finalpage/2020-03-19/1207383661.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1207383661.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮载运率,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2020-02,freight_load_factor_pct,Regional,22.41,source_pdf_recovery,The official PDF contains the freight-load-factor regional rows; the raw parser archive omitted the recoverable table values.,2020-03-19,1207383661,http://static.cninfo.com.cn/finalpage/2020-03-19/1207383661.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1207383661.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮载运率,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2020-09,freight_load_factor_pct,Domestic,28.32,source_pdf_recovery,The official PDF contains the freight-load-factor regional rows; the raw parser archive omitted the recoverable table values.,2020-10-14,1208551381,http://static.cninfo.com.cn/finalpage/2020-10-14/1208551381.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1208551381.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮载运率,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2020-09,freight_load_factor_pct,International,65.1,source_pdf_recovery,The official PDF contains the freight-load-factor regional rows; the raw parser archive omitted the recoverable table values.,2020-10-14,1208551381,http://static.cninfo.com.cn/finalpage/2020-10-14/1208551381.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1208551381.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮载运率,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2020-09,freight_load_factor_pct,Regional,71.86,source_pdf_recovery,The official PDF contains the freight-load-factor regional rows; the raw parser archive omitted the recoverable table values.,2020-10-14,1208551381,http://static.cninfo.com.cn/finalpage/2020-10-14/1208551381.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1208551381.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮载运率,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2020-10,aftk,Domestic,629.08,source_pdf_recovery,The official PDF contains the AFTK regional rows; the raw parser archive omitted the recoverable table values.,2020-11-14,1208744348,http://static.cninfo.com.cn/finalpage/2020-11-14/1208744348.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1208744348.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,可利用吨公里—货邮运,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2020-10,aftk,International,774.4,source_pdf_recovery,The official PDF contains the AFTK regional rows; the raw parser archive omitted the recoverable table values.,2020-11-14,1208744348,http://static.cninfo.com.cn/finalpage/2020-11-14/1208744348.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1208744348.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,可利用吨公里—货邮运,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2020-10,aftk,Regional,1.48,source_pdf_recovery,The official PDF contains the AFTK regional rows; the raw parser archive omitted the recoverable table values.,2020-11-14,1208744348,http://static.cninfo.com.cn/finalpage/2020-11-14/1208744348.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1208744348.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,可利用吨公里—货邮运,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2020-12,rftk,Domestic,123.26,source_pdf_recovery,The official PDF contains the RFTK regional rows; the raw parser archive omitted the recoverable table values.,2021-01-16,1209113668,http://static.cninfo.com.cn/finalpage/2021-01-16/1209113668.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1209113668.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮周转量,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2020-12,rftk,International,528.03,source_pdf_recovery,The official PDF contains the RFTK regional rows; the raw parser archive omitted the recoverable table values.,2021-01-16,1209113668,http://static.cninfo.com.cn/finalpage/2021-01-16/1209113668.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1209113668.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮周转量,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2020-12,rftk,Regional,1.16,source_pdf_recovery,The official PDF contains the RFTK regional rows; the raw parser archive omitted the recoverable table values.,2021-01-16,1209113668,http://static.cninfo.com.cn/finalpage/2021-01-16/1209113668.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1209113668.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮周转量,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2021-05,rftk,Domestic,129.55,source_pdf_recovery,The official PDF contains the RFTK regional rows; the raw parser archive omitted the recoverable table values.,2021-06-17,1210252314,http://static.cninfo.com.cn/finalpage/2021-06-17/1210252314.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1210252314.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮周转量,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2021-05,rftk,International,539.31,source_pdf_recovery,The official PDF contains the RFTK regional rows; the raw parser archive omitted the recoverable table values.,2021-06-17,1210252314,http://static.cninfo.com.cn/finalpage/2021-06-17/1210252314.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1210252314.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮周转量,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2021-05,rftk,Regional,1.17,source_pdf_recovery,The official PDF contains the RFTK regional rows; the raw parser archive omitted the recoverable table values.,2021-06-17,1210252314,http://static.cninfo.com.cn/finalpage/2021-06-17/1210252314.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1210252314.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮周转量,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2021-07,rftk,Domestic,107.32,source_pdf_recovery,The official PDF contains the RFTK regional rows; the raw parser archive omitted the recoverable table values.,2021-08-17,1210758511,http://static.cninfo.com.cn/finalpage/2021-08-17/1210758511.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1210758511.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮周转量,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2021-07,rftk,International,517.82,source_pdf_recovery,The official PDF contains the RFTK regional rows; the raw parser archive omitted the recoverable table values.,2021-08-17,1210758511,http://static.cninfo.com.cn/finalpage/2021-08-17/1210758511.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1210758511.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮周转量,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600029,2021-07,rftk,Regional,1.09,source_pdf_recovery,The official PDF contains the RFTK regional rows; the raw parser archive omitted the recoverable table values.,2021-08-17,1210758511,http://static.cninfo.com.cn/finalpage/2021-08-17/1210758511.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600029/1210758511.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,货邮周转量,True,3,Domestic;International;Regional,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600115,2023-06,rpk,Domestic,12958.31,source_pdf_recovery,The repaired parser now extracts the RPK row from the official PDF; the retained raw archive predates that parser repair.,2023-07-15,1217302910,http://static.cninfo.com.cn/finalpage/2023-07-15/1217302910.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600115/1217302910.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,客运人公里;旅客周转量,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600115,2023-06,rpk,International,2321.61,source_pdf_recovery,The repaired parser now extracts the RPK row from the official PDF; the retained raw archive predates that parser repair.,2023-07-15,1217302910,http://static.cninfo.com.cn/finalpage/2023-07-15/1217302910.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600115/1217302910.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,客运人公里;旅客周转量,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600115,2023-06,rpk,Regional,315.06,source_pdf_recovery,The repaired parser now extracts the RPK row from the official PDF; the retained raw archive predates that parser repair.,2023-07-15,1217302910,http://static.cninfo.com.cn/finalpage/2023-07-15/1217302910.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600115/1217302910.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,客运人公里;旅客周转量,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
recovered_from_cached_official_pdf,600115,2023-06,rpk,Total,15594.97,source_pdf_recovery,The repaired parser now extracts the RPK row from the official PDF; the retained raw archive predates that parser repair.,2023-07-15,1217302910,http://static.cninfo.com.cn/finalpage/2023-07-15/1217302910.PDF,/Users/henrywzh/Desktop/Quant/alternative-data/data/raw/airline_pdfs/600115/1217302910.PDF,aftk;ask;atk;cargo_tonnes;freight_load_factor_pct;overall_load_factor_pct;passenger_load_factor_pct;passengers;rftk;rpk;rtk,True,客运人公里;旅客周转量,True,4,Domestic;International;Regional;Total,parser_gap_recovered,2026-08-09T16:03:51.463326+00:00
